,sfs,kapitel i OSL,paragraf i OSL,sekretess,kategori,antal år sekretessen gäller,kommentar,sdate,pre,prop,eu,prop_link,text_length,pages,sfs_url
237,2024:88,26,14c,ökad,,70,IVO se OSL 26:1,2024-04-01,"Prop. 2023/24:31, bet. 2023/24:SoU6, rskr. 2023/24:130",['2023/24:31'],False,['https://data.riksdagen.se/fil/7FD34107-7748-4CE1-983F-FD1FC465A1CD'],6940,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-02/SFS2024-88.pdf
238,2024:88,26,14d,minskad,,,sekretessbrytande mellan myndigheter,2024-04-01,"Prop. 2023/24:31, bet. 2023/24:SoU6, rskr. 2023/24:130",['2023/24:31'],False,['https://data.riksdagen.se/fil/7FD34107-7748-4CE1-983F-FD1FC465A1CD'],6940,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-02/SFS2024-88.pdf
239,2024:88,26,15,ökad,,,inskränkt meddelarfrihet,2024-04-01,"Prop. 2023/24:31, bet. 2023/24:SoU6, rskr. 2023/24:130",['2023/24:31'],False,['https://data.riksdagen.se/fil/7FD34107-7748-4CE1-983F-FD1FC465A1CD'],6940,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-02/SFS2024-88.pdf
240,2024:88,35,20,ökad,,70,handräckning barn i skyddat boende,2024-04-01,"Prop. 2023/24:31, bet. 2023/24:SoU6, rskr. 2023/24:130",['2023/24:31'],False,['https://data.riksdagen.se/fil/7FD34107-7748-4CE1-983F-FD1FC465A1CD'],6940,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-02/SFS2024-88.pdf
241,2024:122,30,5,,,,överföring av sekretess till ny lag,2024-07-01,"Prop. 2023/24:8, bet. 2023/24:FiU15, rskr. 2023/24:135",['2023/24:8'],False,['https://data.riksdagen.se/fil/91F628C0-5E34-42C4-9A85-61972D36B602'],1802,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-03/SFS2024-122.pdf
242,2024:122,30,12d,minskad,,,sekretessbrytande till clearingbolag,2024-07-01,"Prop. 2023/24:8, bet. 2023/24:FiU15, rskr. 2023/24:135",['2023/24:8'],False,['https://data.riksdagen.se/fil/91F628C0-5E34-42C4-9A85-61972D36B602'],1802,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-03/SFS2024-122.pdf
243,2024:142,18,16,ökad,,,jakt- och vapenfrågor,2024-04-15,"Prop. 2023/24:61, bet. 2023/24:KU6, rskr. 2023/24:140",['2023/24:61'],False,['https://data.riksdagen.se/fil/53FCCBC0-780B-4BF0-A543-9BBEA2C8C625'],1871,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-03/SFS2024-142.pdf
244,2024:191,44,4,ökad,,,inskränkt meddelarfrihet,2024-05-01,"Prop. 2023/24:60, bet. 2023/24:TU10, rskr. 2023/24:147",['2023/24:60'],False,['https://data.riksdagen.se/fil/651B8E11-0D15-4E1A-95D8-F8A6068911CC'],1627,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-03/SFS2024-191.pdf
245,2024:225,18,7a,minskad,,40,skydd av polismans identitet,2024-04-30,"Prop. 2023/24:102, bet. 2023/24:JuU28, rskr. 2023/24:163",['2023/24:102'],False,['https://data.riksdagen.se/fil/FE06CF84-3169-4BB5-8B98-EC6B63840A4E'],2707,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-225.pdf
246,2024:225,18,19,ökad,,,meddelarskydd gäller,2024-04-30,"Prop. 2023/24:102, bet. 2023/24:JuU28, rskr. 2023/24:163",['2023/24:102'],False,['https://data.riksdagen.se/fil/FE06CF84-3169-4BB5-8B98-EC6B63840A4E'],2707,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-225.pdf
247,2024:225,18,7a,,,,övergångsbestämmelse,2024-04-30,"Prop. 2023/24:102, bet. 2023/24:JuU28, rskr. 2023/24:163",['2023/24:102'],False,['https://data.riksdagen.se/fil/FE06CF84-3169-4BB5-8B98-EC6B63840A4E'],2707,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-225.pdf
248,2024:225,18,19,,,,övergångsbestämmelse,2024-04-30,"Prop. 2023/24:102, bet. 2023/24:JuU28, rskr. 2023/24:163",['2023/24:102'],False,['https://data.riksdagen.se/fil/FE06CF84-3169-4BB5-8B98-EC6B63840A4E'],2707,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-225.pdf
249,2024:226,18,7a,,,,upphävande av lag,2029-04-30 överg.best.,"Prop. 2023/24:102, bet. 2023/24:JuU28, rskr. 2023/24:163",['2023/24:102'],False,['https://data.riksdagen.se/fil/FE06CF84-3169-4BB5-8B98-EC6B63840A4E'],804,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-226.pdf
250,2024:233,30,25,ökad,,,överföring av sekretess kommuner läkemedelsförmån,2024-05-26,"Prop. 2023/24:66, bet. 2023/24:SoU23, rskr. 2023/24:164",['2023/24:66'],False,['https://data.riksdagen.se/fil/AD9CA2CE-36A9-46CF-9811-63029BFBC5A0'],1554,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-233.pdf
251,2024:243,22,1b,ökad,,70,fastställande av kön,2025-07-01 överg.best.,"Bet. 2023/24:SoU22, rskr. 2023/24:158",[],False,[],2109,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-243.pdf
252,2024:243,22,6,ökad,,,inskränkt meddelarfrihet,2025-07-01 överg.best.,"Bet. 2023/24:SoU22, rskr. 2023/24:158",[],False,[],2109,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-243.pdf
253,2024:243,25,1,ökad,,70,fastställande av kön,2025-07-01 överg.best.,"Bet. 2023/24:SoU22, rskr. 2023/24:158",[],False,[],2109,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-04/SFS2024-243.pdf
254,2024:273,35,20,ökad,,70,utreseförbud för barn,2024-06-01,"Prop. 2023/24:72, bet. 2023/24:SoU24, rskr. 2023/24:173",['2023/24:72'],False,['https://data.riksdagen.se/fil/6AE91326-6FE7-4843-BBDB-9E5E3D3EB93C'],1710,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-05/SFS2024-273.pdf
255,2024:328,18,1,ökad,,40,hemliga tvångsmedel inför frihetsberövande,2024-07-01,"Prop. 2023/24:108, bet. 2023/24:JuU26, rskr. 2023/24:216",['2023/24:108'],False,['https://data.riksdagen.se/fil/4B011CD0-743C-444B-ABC7-ED8FE84A23B3'],4082,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-05/SFS2024-328.pdf
256,2024:328,35,1,ökad,,70,hemliga tvångsmedel inför frihetsberövande,2024-07-01,"Prop. 2023/24:108, bet. 2023/24:JuU26, rskr. 2023/24:216",['2023/24:108'],False,['https://data.riksdagen.se/fil/4B011CD0-743C-444B-ABC7-ED8FE84A23B3'],4082,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-05/SFS2024-328.pdf
257,2024:477,18,12a,ökad,,,hos MSB ritning konstruktion ang explosiva varor,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
258,2024:477,18,12b,ökad,,,överföring av sekretess till andra myndigheter,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
259,2024:477,18,16b,ökad,,40,tillstånd explosiva varor misstanke om krim verk,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
260,2024:477,18,16c,ökad,,40,register tillstånd explosiva varor misstanke om krim,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
261,2024:477,18,16d,minskad,,,sekretessbryt tilltåndshavare som utför kontroll,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
262,2024:477,18,19,ökad,,,meddelarfrihet gäller ej,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
263,2024:477,30,22a,ökad,,70,hos MSB ensk förh tillstånd explosiva varor,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
264,2024:477,30,28,ökad,,20,kom myndighet ensk ek förh tillstånd explosiv varor,2024-07-08,"Prop. 2023/24:139, bet. 2023/24:FöU12, rskr. 2023/24:275",['2023/24:139'],False,['https://data.riksdagen.se/fil/7D6502B7-C091-444D-B822-D6A5FDECBD41'],5200,3,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-477.pdf
265,2024:491,40,7e,ökad,,70,ensk förh i samband med stöd till civilsamhället,2025-01-01,"Prop. 2023/24:119, bet. 2023/24:KrU7, rskr. 2023/24:271",['2023/24:119'],False,['https://data.riksdagen.se/fil/5A1E8570-7C86-4E2D-B6CF-381C31574EB5'],1011,1,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-491.pdf
266,2024:517,28,13,,,50,ny a-kasselag; ingen ändring i sak,2025-10-01 överg.best.,"Prop. 2023/24:128, bet. 2023/24:AU9, rskr. 2023/24:267",['2023/24:128'],False,['https://data.riksdagen.se/fil/2BB53700-8827-400F-9BE6-8FE5EC6F3F1B'],1924,2,https://svenskforfattningssamling.se/sites/default/files/sfs/2024-06/SFS2024-517.pdf
